Airport_Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_database_timezone,Type
Galcaio Airport,Galcaio,Somalia,GLK,HCMR,6.780829906,47.45470047,975,3,U,Africa/Mogadishu,airport
Burao Airport,Burao,Somalia,BUO,HCMV,9.5275,45.5549,3400,3,U,Africa/Mogadishu,airport
El Arish International Airport,El Arish,Egypt,AAC,HEAR,31.07329941,33.83580017,121,2,U,Africa/Cairo,airport
Assiut International Airport,Asyut,Egypt,ATZ,HEAT,27.04649925,31.01199913,772,2,U,Africa/Cairo,airport
Amboseli Airport,Amboseli National Park,Kenya,ASV,HKAM,-2.645050049,37.25310135,3755,3,U,Africa/Nairobi,airport
Lokichoggio Airport,Lokichoggio,Kenya,LKG,HKLK,4.204120159,34.34820175,2074,3,U,Africa/Nairobi,airport
Malindi Airport,Malindi,Kenya,MYD,HKML,-3.229310036,40.10169983,80,3,U,Africa/Nairobi,airport
Nanyuki Airport,Nanyuki,Kenya,NYK,HKNY,-0.062398899,37.041008,6250,3,U,Africa/Nairobi,airport
Gardabya Airport,Sirt,Libya,SRX,HLGD,31.06349945,16.59499931,267,2,N,Africa/Tripoli,airport
Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,HLGN,31.861,23.907,519,2,N,Africa/Tripoli,airport
Mitiga Airport,Tripoli,Libya,MJI,HLLM,32.89410019,13.27600002,36,2,N,Africa/Tripoli,airport
La Abraq Airport,Al Bayda',Libya,LAQ,HLLQ,32.7887001,21.96430016,2157,2,N,Africa/Tripoli,airport
Atbara Airport,Atbara,Sudan,ATB,HSAT,17.71034431,34.05701828,1181,3,U,Africa/Khartoum,airport
Nyala Airport,Nyala,Sudan,UYL,HSNN,12.05350018,24.95619965,2106,3,U,Africa/Khartoum,airport
Port Sudan New International Airport,Port Sudan,Sudan,PZU,HSPN,19.43359947,37.23410034,135,3,U,Africa/Khartoum,airport
Bukoba Airport,Bukoba,Tanzania,BKZ,HTBU,-1.332,31.8212,3784,3,U,Africa/Dar_es_Salaam,airport
Kigoma Airport,Kigoma,Tanzania,TKQ,HTKA,-4.8862,29.6709,2700,3,U,Africa/Dar_es_Salaam,airport
Lindi Airport,Lindi,Tanzania,LDI,HTLI,-9.85111,39.757801,100,3,U,Africa/Dar_es_Salaam,airport
Musoma Airport,Musoma,Tanzania,MUZ,HTMU,-1.503,33.8021,3806,3,U,Africa/Dar_es_Salaam,airport
Shinyanga Airport,Shinyanga,Tanzania,SHY,HTSY,-3.6093,33.5035,3800,3,U,Africa/Dar_es_Salaam,airport
Tabora Airport,Tabora,Tanzania,TBO,HTTB,-5.07638979,32.83330154,3868,3,U,Africa/Dar_es_Salaam,airport
Arua Airport,Arua,Uganda,RUA,HUAR,3.049999952,30.91699982,3951,3,U,Africa/Kampala,airport
Gulu Airport,Gulu,Uganda,ULU,HUGU,2.805560112,32.27180099,3510,3,U,Africa/Kampala,airport
Diu Airport,Diu,India,DIU,VA1P,20.71310043,70.9210968,31,5.5,N,Asia/Calcutta,airport
Gheshm Airport,Gheshm,Iran,\N,\N,26.9487,56.2688,100,3.5,E,Asia/Tehran,airport
San Domino Island Heliport,Tremiti Islands,Italy,TQR,\N,42.1025,15.488,0,1,E,Europe/Rome,airport
Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,45.44910049,-98.42179871,1302,-6,A,America/Chicago,airport
Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,31.53549957,-84.19450378,197,-5,A,America/New_York,airport
Athens Ben Epps Airport,Athens,United States,AHN,KAHN,33.94860077,-83.32630157,808,-5,A,America/New_York,airport
Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,KALM,32.83990097,-105.9909973,4200,-7,A,America/Denver,airport
Waterloo Regional Airport,Waterloo,United States,ALO,KALO,42.55709839,-92.40029907,873,-6,A,America/Chicago,airport
Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW,46.09489822,-118.288002,1194,-8,A,America/Los_Angeles,airport
Alpena County Regional Airport,Alpena,United States,APN,KAPN,45.0780983,-83.56030273,690,-5,A,America/New_York,airport
Watertown Regional Airport,Watertown,United States,ATY,KATY,44.91400146,-97.15470123,1749,-6,A,America/Chicago,airport
Bradford Regional Airport,Bradford,United States,BFD,KBFD,41.80310059,-78.64009857,2143,-5,A,America/New_York,airport
Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF,KBFF,41.87400055,-103.5960007,3967,-7,A,America/Denver,airport
Raleigh County Memorial Airport,Beckley,United States,BKW,KBKW,37.78730011,-81.12419891,2504,-5,A,America/New_York,airport
Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,31.25880051,-81.46649933,26,-5,A,America/New_York,airport
Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.78319931,-91.12550354,698,-6,A,America/Chicago,airport
Jack Mc Namara Field Airport,Crescent City,United States,CEC,KCEC,41.78020096,-124.2369995,61,-8,A,America/Los_Angeles,airport
Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,KCGI,37.22529984,-89.57080078,342,-6,A,America/Chicago,airport
Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU,46.25080109,-84.47239685,800,-5,A,America/New_York,airport
North Central West Virginia Airport,Clarksburg,United States,CKB,KCKB,39.29660034,-80.22810364,1217,-5,A,America/New_York,airport
William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM,48.12020111,-123.5,291,-8,A,America/Los_Angeles,airport
Houghton County Memorial Airport,Hancock,United States,CMX,KCMX,47.16839981,-88.4890976,1095,-5,A,America/New_York,airport
Dodge City Regional Airport,Dodge City,United States,DDC,KDDC,37.76340103,-99.96559906,2594,-6,A,America/Chicago,airport
DuBois Regional Airport,Du Bois,United States,DUJ,KDUJ,41.17829895,-78.8986969,1817,-5,A,America/New_York,airport
Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU,44.86579895,-91.48429871,913,-6,A,America/Chicago,airport
Elko Regional Airport,Elko,United States,EKO,KEKO,40.82490158,-115.7919998,5140,-8,A,America/Los_Angeles,airport
New Bedford Regional Airport,New Bedford,United States,EWB,KEWB,41.67610168,-70.95690155,80,-5,A,America/New_York,airport
Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,34.99119949,-78.88030243,189,-5,A,America/New_York,airport
Wokal Field Glasgow International Airport,Glasgow,United States,GGW,KGGW,48.212502,-106.614998,2296,-7,A,America/Denver,airport
Central Nebraska Regional Airport,Grand Island,United States,GRI,KGRI,40.96749878,-98.30960083,1847,-6,A,America/Chicago,airport
Memorial Field,Hot Springs,United States,HOT,KHOT,34.47800064,-93.09619904,540,-6,A,America/Chicago,airport
Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,KHTS,38.36669922,-82.55799866,828,-5,A,America/New_York,airport
Kili Airport,Kili Island,Marshall Islands,KIO,Q51,5.644515,169.119507,5,12,U,Pacific/Majuro,airport
Kirksville Regional Airport,Kirksville,United States,IRK,KIRK,40.09349823,-92.54489899,966,-6,A,America/Chicago,airport
Jamestown Regional Airport,Jamestown,United States,JMS,KJMS,46.92969894,-98.67819977,1500,-6,A,America/Chicago,airport
Laramie Regional Airport,Laramie,United States,LAR,KLAR,41.31209946,-105.6750031,7284,-7,A,America/Denver,airport
Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,40.27590179,-79.40480042,1199,-5,A,America/New_York,airport
North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,KLBF,41.12620163,-100.6839981,2777,-6,A,America/Chicago,airport
Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB,43.62609863,-72.30419922,603,-5,A,America/New_York,airport
Crater Lake-Klamath Regional Airport,Klamath Falls,United States,LMT,KLMT,42.156101,-121.733002,4095,-8,A,America/Los_Angeles,airport
Lancaster Airport,Lancaster,United States,LNS,KLNS,40.12170029,-76.2960968,403,-5,A,America/New_York,airport
Lewistown Municipal Airport,Lewistown,United States,LWT,KLWT,47.04930115,-109.4670029,4170,-7,A,America/Denver,airport
Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,KLYH,37.3266983,-79.20040131,938,-5,A,America/New_York,airport
Muskegon County Airport,Muskegon,United States,MKG,KMKG,43.16949844,-86.23819733,629,-5,A,America/New_York,airport
Frank Wiley Field,Miles City,United States,MLS,KMLS,46.4280014,-105.8860016,2630,-7,A,America/Denver,airport
Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,KMSL,34.74530029,-87.61019897,551,-6,A,America/Chicago,airport
Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,43.417099,-124.2460022,17,-8,A,America/Los_Angeles,airport
Owensboro Daviess County Airport,Owensboro,United States,OWB,KOWB,37.74010086,-87.16680145,407,-6,A,America/Chicago,airport
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,KPIB,31.46710014,-89.33709717,298,-6,A,America/Chicago,airport
Pocatello Regional Airport,Pocatello,United States,PIH,KPIH,42.90980148,-112.5960007,4452,-7,A,America/Denver,airport
Pierre Regional Airport,Pierre,United States,PIR,KPIR,44.38270187,-100.2860031,1744,-6,A,America/Chicago,airport
Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN,KPLN,45.57089996,-84.79669952,721,-5,A,America/New_York,airport
Portsmouth International at Pease Airport,Portsmouth,United States,PSM,KPSM,43.07789993,-70.82330322,100,-5,A,America/New_York,airport
Reading Regional Carl A Spaatz Field,Reading,United States,RDG,KRDG,40.37850189,-75.96520233,344,-5,A,America/New_York,airport
Rhinelander Oneida County Airport,Rhinelander,United States,RHI,KRHI,45.63119888,-89.46749878,1624,-6,A,America/Chicago,airport
Southwest Wyoming Regional Airport,Rock Springs,United States,RKS,KRKS,41.5942,-109.065001,6764,-7,A,America/Denver,airport
Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT,KRUT,43.52939987,-72.94960022,787,-5,A,America/New_York,airport
San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,35.23680115,-120.6419983,212,-8,A,America/Los_Angeles,airport
Sheridan County Airport,Sheridan,United States,SHR,KSHR,44.76919937,-106.9800034,4021,-7,A,America/Denver,airport
Adirondack Regional Airport,Saranac Lake,United States,SLK,KSLK,44.38529968,-74.20619965,1663,-5,A,America/New_York,airport
Salina Municipal Airport,Salina,United States,SLN,KSLN,38.79100037,-97.65219879,1288,-6,A,America/Chicago,airport
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,KSMX,34.89889908,-120.4570007,261,-8,A,America/Los_Angeles,airport
Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,34.26810074,-88.76989746,346,-6,A,America/Chicago,airport
Quincy Regional Baldwin Field,Quincy,United States,UIN,KUIN,39.94269943,-91.19460297,768,-6,A,America/Chicago,airport
Victoria Regional Airport,Victoria,United States,VCT,KVCT,28.8526001,-96.91850281,115,-6,A,America/Chicago,airport
Valdosta Regional Airport,Valdosta,United States,VLD,KVLD,30.78249931,-83.27670288,203,-5,A,America/New_York,airport
Worland Municipal Airport,Worland,United States,WRL,KWRL,43.96569824,-107.9509964,4227,-7,A,America/Denver,airport
Kiwayu (Mkononi) Airport,Kiwayu,Kenya,KWY,\N,-1.96056,41.2975,21,3,U,Africa/Nairobi,airport
Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM,46.56819916,-120.5439987,1099,-8,A,America/Los_Angeles,airport
Ercan International Airport,Nicosia,Cyprus,ECN,LCEN,35.15470123,33.49610138,404,2,E,Asia/Nicosia,airport
Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL,LELO,42.46095349,-2.322235107,1161,1,E,Europe/Madrid,airport
Île d'Yeu Airport,Île d'Yeu,France,IDY,LFEY,46.71860123,-2.391109943,79,1,E,Europe/Paris,airport
Angers-Loire Airport,Angers/Marcé,France,ANE,LFJR,47.560299,-0.312222,194,1,E,Europe/Paris,airport
La Môle Airport,La Môle,France,LTT,LFTZ,43.205399,6.482,59,1,E,Europe/Paris,airport
Syros Airport,Syros Island,Greece,JSY,LGSO,37.42279816,24.95089912,236,2,E,Europe/Athens,airport
Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV,LHPP,45.990898,18.240996,1000,1,N,Europe/Budapest,airport
Győr-Pér International Airport,Győr,Hungary,\N,LHPR,47.624401,17.813601,424,1,N,Europe/Budapest,airport
Sármellék International Airport,Sármellék,Hungary,SOB,LHSM,46.686391,17.159084,408,1,N,Europe/Budapest,airport
Aosta Airport,Aosta,Italy,AOT,LIMW,45.738499,7.36872,1791,1,E,Europe/Rome,airport
Salerno Costa d'Amalfi Airport,Salerno,Italy,QSR,LIRI,40.620399,14.9113,119,1,E,Europe/Rome,airport
Corvo Airport,Corvo,Portugal,CVU,LPCR,39.671501,-31.1136,0,-1,E,Atlantic/Azores,airport
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.94139862,17.29750061,400,1,E,Europe/Sarajevo,airport
Uşak Airport,Usak,Turkey,USQ,LTBO,38.68149948,29.47170067,2897,3,E,Europe/Istanbul,airport
Kars Airport,Kars,Turkey,KSY,LTCF,40.56219864,43.11500168,5889,3,E,Europe/Istanbul,airport
Şanlıurfa Airport,Sanliurfa,Turkey,SFQ,LTCH,37.09429932,38.8470993,1483,3,E,Europe/Istanbul,airport
Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM,LTCN,37.53882599,36.95352173,1723,3,E,Europe/Istanbul,airport
Ağrı Airport,Agri,Turkey,AJI,LTCO,39.65454102,43.02597809,5462,3,E,Europe/Istanbul,airport
Adıyaman Airport,Adiyaman,Turkey,ADF,LTCP,37.73139954,38.46889877,2216,3,E,Europe/Istanbul,airport
Süleyman Demirel International Airport,Isparta,Turkey,ISE,LTFC,37.85540009,30.36840057,2835,3,E,Europe/Istanbul,airport
Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,LTFD,39.55459976,27.01379967,50,3,E,Europe/Istanbul,airport
Samsun Çarşamba Airport,Samsun,Turkey,SZF,LTFH,41.254501,36.567101,18,3,E,Europe/Istanbul,airport
Misratah Airport,Misratah,Libya,MRA,\N,32.325,15.061,60,2,N,Africa/Tripoli,airport
Ubari Airport,Ubari,Libya,QUB,\N,26.5675,12.8231,1387,2,N,Africa/Tripoli,airport
Žilina Airport,Žilina,Slovakia,ILZ,LZZI,49.23149872,18.6135006,1020,1,E,Europe/Bratislava,airport
JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT,MBGT,21.44449997,-71.14230347,13,-4,U,America/Grand_Turk,airport
Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS,MBMC,21.82602,-71.8025,9,-4,U,America/Grand_Turk,airport
Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,MBSY,21.33300018,-71.19999695,3,-4,U,America/Grand_Turk,airport
Samaná El Catey International Airport,Samana,Dominican Republic,AZS,MDCY,19.2670002,-69.74199677,30,-4,U,America/Santo_Domingo,airport
La Isabela International Airport,La Isabela,Dominican Republic,JBQ,MDJB,18.57250023,-69.98560333,98,-4,U,America/Santo_Domingo,airport
Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,MGPB,15.7309,-88.583801,33,-6,U,America/Guatemala,airport
Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,MGQZ,14.8656,-91.501999,7779,-6,U,America/Guatemala,airport
Utirik Airport,Utirik Island,Marshall Islands,UTK,03N,11.222,169.852005,4,12,U,Pacific/Majuro,airport
Ailuk Airport,Ailuk Island,Marshall Islands,AIM,\N,10.2168,169.983,0,12,U,Pacific/Majuro,airport
Aur Island Airport,Aur Atoll,Marshall Islands,AUL,\N,8.14528,171.173,0,12,U,Pacific/Majuro,airport
Jabot Airport,Ailinglapalap Atoll,Marshall Islands,JAT,\N,7.45235,168.552,0,12,U,Pacific/Majuro,airport
Jeh Airport,Ailinglapalap Atoll,Marshall Islands,JEJ,\N,7.56535,168.962,0,12,U,Pacific/Majuro,airport
Kaben Airport,Kaben,Marshall Islands,KBT,\N,8.90056,170.844,0,12,U,Pacific/Majuro,airport
Likiep Airport,Likiep Island,Marshall Islands,LIK,\N,9.82316,169.308,0,12,U,Pacific/Majuro,airport
Maloelap Island Airport,Maloelap Island,Marshall Islands,MAV,\N,8.70444,171.23,0,12,U,Pacific/Majuro,airport
Mejit Atoll Airport,Mejit Atoll,Marshall Islands,MJB,Q30,10.2833,170.883,5,12,U,Pacific/Majuro,airport
Majkin Airport,Majkin,Marshall Islands,MJE,\N,7.833,168.167,0,12,U,Pacific/Majuro,airport
Namorik Atoll Airport,Namorik Atoll,Marshall Islands,NDK,3N0,5.63167,168.125,15,12,U,Pacific/Majuro,airport
Rongelap Island Airport,Rongelap Island,Marshall Islands,RNP,\N,11.1572,166.887,0,12,U,Pacific/Majuro,airport
Jaluit Airport,Jabor Jaluit Atoll,Marshall Islands,UIT,N55,5.90924,169.637,4,12,U,Pacific/Majuro,airport
Woja Airport,Majuro Atoll,Marshall Islands,WJA,\N,7.083,171.133,0,12,U,Pacific/Majuro,airport
Wotje Atoll Airport,Wotje Atoll,Marshall Islands,WTE,N36,9.46667,170.233,4,12,U,Pacific/Majuro,airport
Wotho Island Airport,Wotho Island,Marshall Islands,WTO,\N,10.1733,166.003,0,12,U,Pacific/Majuro,airport
Ahuas Airport,Ahuas,Honduras,AHS,MHAH,15.4722,-84.352203,249,-6,U,America/Tegucigalpa,airport
Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,MHPL,15.2622,-83.781197,33,-6,U,America/Tegucigalpa,airport
Mili Island Airport,Mili Island,Marshall Islands,MIJ,MLIP,6.08333,171.733002,4,12,U,Pacific/Majuro,airport
Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW,MMCY,20.546,-100.887001,5709,-6,S,America/Mexico_City,airport
Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA,MMDA,25.05380058,-111.6149979,213,-7,S,America/Mazatlan,airport
Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,MMGR,28.0261,-114.024002,59,-8,S,America/Tijuana,airport
El Lencero Airport,Jalapa,Mexico,JAL,MMJA,19.47509956,-96.79750061,3127,-6,S,America/Mexico_City,airport
Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE,7.987840176,-80.40969849,33,-5,U,America/Panama,airport
Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ,9.356639862,-79.86740112,25,-5,U,America/Panama,airport
Jaqué Airport,Jaqué,Panama,JQE,MPJE,7.517779827,-78.15720367,29,-5,U,America/Panama,airport
Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,8.406669617,-78.14170074,30,-5,U,America/Panama,airport
Aerotortuguero Airport,Roxana,Costa Rica,TTQ,MRAO,10.42,-83.6095,92,-6,U,America/Costa_Rica,airport
Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC,10.76869965,-83.58560181,3,-6,U,America/Costa_Rica,airport
Cabo Velas Airport,Nicoya,Costa Rica,\N,MRCV,10.35569954,-85.85289764,33,-6,U,America/Costa_Rica,airport
Islita Airport,Nandayure,Costa Rica,PBP,MRIA,9.856109619,-85.3707962,7,-6,U,America/Costa_Rica,airport
Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,MRPJ,8.533329964,-83.30000305,7,-6,U,America/Costa_Rica,airport
Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,MRPV,9.957050323,-84.13980103,3287,-6,U,America/Costa_Rica,airport
(Duplicate) Playa Samara Airport,Playa Samara,Costa Rica,\N,MRSR,9.87,-85.48,10,-6,U,America/Costa_Rica,airport
Jérémie Airport,Jeremie,Haiti,JEE,MTJE,18.66309929,-74.17030334,147,-5,U,America/Port-au-Prince,airport
Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,19.93359947,-72.84860229,9,-5,U,America/Port-au-Prince,airport
Cayo Coco Airport,Cayo Coco,Cuba,\N,MUOC,22.51320076,-78.51100159,6,-5,U,America/Havana,airport
Alberto Delgado Airport,Trinidad,Cuba,TND,MUTD,21.78829956,-79.99720001,125,-5,U,America/Havana,airport
Salina Cruz Naval Air Station,Salina Cruz,Mexico,SCX,MM57,16.2126,-95.2016,75,-6,S,America/Mexico_City,airport
Long Banga Airport,Long Banga,Malaysia,LBP,\N,3.18495,115.454,750,8,N,Asia/Kuala_Lumpur,airport
Congo Town Airport,Andros,Bahamas,COX,MYAK,24.158701,-77.589798,15,-5,U,America/Nassau,airport
Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.6294,-75.673797,18,-5,U,America/Nassau,airport
New Bight Airport,Cat Island,Bahamas,TBI,MYCB,24.3153,-75.452301,5,-5,U,America/Nassau,airport
Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,22.74559975,-74.18240356,5,-5,U,America/Nassau,airport
Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,25.08300018,-77.30000305,0,-5,U,America/Nassau,airport
Enua Airport,Atiu Island,Cook Islands,AIU,NCAT,-19.96780014,-158.1190033,36,-10,U,Pacific/Rarotonga,airport
Mangaia Island Airport,Mangaia Island,Cook Islands,MGS,NCMG,-21.89598656,-157.906662,45,-10,U,Pacific/Rarotonga,airport
Manihiki Island Airport,Manihiki Island,Cook Islands,MHX,NCMH,-10.3767004,-161.0019989,0,-10,U,Pacific/Rarotonga,airport
Mauke Airport,Mauke Island,Cook Islands,MUK,NCMK,-20.13610077,-157.3450012,26,-10,U,Pacific/Rarotonga,airport
Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI,NCMR,-19.84250069,-157.7030029,25,-10,U,Pacific/Rarotonga,airport
Tongareva Airport,Penrhyn Island,Cook Islands,PYE,NCPY,-9.014369965,-158.0324097,8,-10,U,Pacific/Rarotonga,airport
Cicia Airport,Cicia,Fiji,ICI,NFCI,-17.74329948,-179.3419952,13,12,U,Pacific/Fiji,airport
Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,-17.7779007,177.1970062,10,12,U,Pacific/Fiji,airport
Vunisea Airport,Vunisea,Fiji,KDV,NFKD,-19.05809975,178.1569977,6,12,U,Pacific/Fiji,airport
Mana Island Airport,Mana Island,Fiji,MNF,NFMA,-17.67309952,177.0980072,0,12,U,Pacific/Fiji,airport
Moala Airport,Moala,Fiji,MFJ,NFMO,-18.56669998,179.951004,13,12,U,Pacific/Fiji,airport
Ngau Airport,Ngau,Fiji,NGI,NFNG,-18.11560059,179.3399963,50,12,U,Pacific/Fiji,airport
Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,-18.19919968,-178.8170013,280,12,U,Pacific/Fiji,airport
Labasa Airport,Lambasa,Fiji,LBS,NFNL,-16.4666996,179.3399963,44,12,U,Pacific/Fiji,airport
Matei Airport,Matei,Fiji,TVU,NFNM,-16.69059944,-179.8769989,60,12,U,Pacific/Fiji,airport
Koro Island Airport,Koro Island,Fiji,KXF,NFNO,-17.3458004,179.4219971,358,12,U,Pacific/Fiji,airport
Rotuma Airport,Rotuma,Fiji,RTA,NFNR,-12.48250008,177.0709991,22,12,U,Pacific/Fiji,airport
Savusavu Airport,Savusavu,Fiji,SVU,NFNS,-16.80279922,179.3410034,17,12,U,Pacific/Fiji,airport
Kaufana Airport,Eua Island,Tonga,EUA,NFTE,-21.37829971,-174.9579926,325,13,U,Pacific/Tongatapu,airport
Lifuka Island Airport,Lifuka,Tonga,HPA,NFTL,-19.77700043,-174.3410034,31,13,U,Pacific/Tongatapu,airport
Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO,NFTO,-15.57079983,-175.6329956,160,13,U,Pacific/Tongatapu,airport
Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT,NFTP,-15.977297,-173.791089,30,13,U,Pacific/Tongatapu,airport
Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB,-17.2689991,-178.9759979,76,12,U,Pacific/Fiji,airport
Niue International Airport,Alofi,Niue,IUE,NIUE,-19.07903099,-169.9255981,209,-11,U,Pacific/Niue,airport
Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT,NLWF,-14.31140041,-178.0659943,20,12,U,Pacific/Wallis,airport
Mountain Airport,Mountain,Nepal,MWP,\N,28,85.333,0,5.75,N,Asia/Katmandu,airport
Maota Airport,Savaii Island,Samoa,MXS,NSMA,-13.74230003,-172.2579956,0,13,U,Pacific/Apia,airport
Apataki Airport,Apataki,French Polynesia,APK,NTGD,-15.5736,-146.414993,8,-10,U,Pacific/Tahiti,airport
Ahe Airport,Ahe,French Polynesia,AHE,NTHE,-14.42809963,-146.2570038,11,-10,U,Pacific/Tahiti,airport
Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,-9.768790245,-139.0110016,1481,-9.5,U,Pacific/Marquesas,airport
Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP,-9.35167,-140.078003,16,-9.5,U,Pacific/Marquesas,airport
Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU,-8.93611,-139.552002,160,-9.5,U,Pacific/Marquesas,airport
Mota Lava Airport,Ablow,Vanuatu,MTV,NVSA,-13.66600037,167.7120056,63,11,U,Pacific/Efate,airport
Sola Airport,Sola,Vanuatu,SLH,NVSC,-13.85169983,167.5370026,7,11,U,Pacific/Efate,airport
Torres Airstrip,Loh/Linua,Vanuatu,TOH,NVSD,-13.32800007,166.6380005,75,11,U,Pacific/Efate,airport
Siwo Airport,Sangafa,Vanuatu,EAE,NVSE,-17.09029961,168.3430023,7,11,U,Pacific/Efate,airport
Craig Cove Airport,Craig Cove,Vanuatu,CCV,NVSF,-16.264999,167.923996,69,11,U,Pacific/Efate,airport
Longana Airport,Longana,Vanuatu,LOD,NVSG,-15.30669975,167.9669952,167,11,U,Pacific/Efate,airport
Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,-15.4708004,168.1519928,493,11,U,Pacific/Efate,airport
Tavie Airport,Paama Island,Vanuatu,PBJ,NVSI,-16.43899918,168.2570038,160,11,U,Pacific/Efate,airport
Lamap Airport,Lamap,Vanuatu,LPM,NVSL,-16.4611228,167.829253,7,11,U,Pacific/Efate,airport
Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,NVSM,-16.58419991,168.1589966,7,11,U,Pacific/Efate,airport
Maewo-Naone Airport,Maewo Island,Vanuatu,MWF,NVSN,-15,168.0829926,509,11,U,Pacific/Efate,airport
Lonorore Airport,Lonorore,Vanuatu,LNE,NVSO,-15.86559963,168.1719971,43,11,U,Pacific/Efate,airport
Norsup Airport,Norsup,Vanuatu,NUS,NVSP,-16.0797,167.401001,23,11,U,Pacific/Efate,airport
Gaua Island Airport,Gaua Island,Vanuatu,ZGU,NVSQ,-14.21809959,167.5870056,100,11,U,Pacific/Efate,airport
Redcliffe Airport,Redcliffe,Vanuatu,RCL,NVSR,-15.47200012,167.8350067,36,11,U,Pacific/Efate,airport
Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS,-15.50500011,167.2200012,184,11,U,Pacific/Efate,airport
Tongoa Airport,Tongoa Island,Vanuatu,TGH,NVST,-16.89109993,168.5509949,443,11,U,Pacific/Efate,airport
Uléi Airport,Ambryn Island,Vanuatu,ULB,NVSU,-16.3297,168.3011,170,11,U,Pacific/Efate,airport
Valesdir Airport,Valesdir,Vanuatu,VLS,NVSV,-16.79610062,168.177002,10,11,U,Pacific/Efate,airport
Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,NVSX,-16.4864,167.4472,68,11,U,Pacific/Efate,airport
North West Santo Airport,Olpoi,Vanuatu,OLJ,NVSZ,-14.88169956,166.5579987,50,11,U,Pacific/Efate,airport
